sentences,labels
Geology looks at the composition and workings of the Earth's crust.,0
Geology looks at the composition of Earth's atmosphere and hydrosphere.,0
"Geology looks at the composition of Earth's surface, subsurface, and atmosphere.",0
Geology looks at the composition of usj the Earth’s crust and mantle.,0
Geology looks at the different processes that shape and erase landforms.,0
"Geology looks at the different types of rocks, minerals and fossils to determine the Earth's history and changes on a macro and micro scale.",0
"Geology looks at the effects of biological, chemical, and physical processes on the Earth's environment. ",0
Geology looks at the environmental and geological impacts of human activity.,0
Geology looks at the formation of gems and crystals.,0
"Geology looks at the formation of oceans, lakes, and rivers.",0
"Geology looks at the formation of rocks, minerals, and mountain belts.",0
"Geology looks at the formation of volcanoes, mountains, and earthquakes.",0
Geology looks at the fundamentals of how rocks are formed and how they change over time.,0
Geology looks at the history of the Earth from the formation of landforms to the evolution of life.,0
"Geology looks at the interactions between tectonics, climate, and biological activity in shaping the Earth.",0
"Geology looks at the interactions of different Earth materials, such as rocks, soil, and water. ",0
Geology looks at the interplay between the Earth’s environment and human activities.,0
Geology looks at the locations of mineral deposits and how they are mined.,0
Geology looks at the natural elements created by the Earth’s history.,0
"Geology looks at the natural processes within and outside of the Earth's conditions, such as earthquake occurrences and landslides.",0
Geology looks at the ordering and deformation of rocks over time. ,0
Geology looks at the origin and evolution of Earth’s physical features.,0
Geology looks at the processes that shape the Earth's atmosphere and surface. ,0
"Geology looks at the relationships between plate movements, volcanism, and earthquakes.",0
Geology looks at the structure and evolution of the Earth.,0
Geology looks at the surface processes that drive the Earth's climate and how they are affected by human activities. ,0
Geology looks at the various processes that form coastlines.,0
Geology looks at the various processes that form the land. ,0
Geology looks at the volatile elements and chemicals present in the Earth.,0
Geology looks at the ways in which Earth's surface has changed over time.,0
Geology looks at the ways in which those materials interact.,0
Geology looks for evidence of past environmental conditions. ,0
Geology looks for ways to understand and predict future environmental changes. ,0
"Geology looks into Earth's resistance to erosion, geothermal energy, and more.",0
Geology looks into how Earth's landscape has been shaped and changed by,0
Geology looks into how the environment affects life forms.,0
"Geology looks into the Earth's physical features and processes, such as landslides and earthquakes.",0
